day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-3;3300;EMERALDS;9992;13;9990;30;;;10008;13;10010;30;;;10000.0;0.0
-3;3300;TOMATOES;4996;9;4995;23;;;5010;9;5011;23;;;5003.0;0.0
-3;3400;EMERALDS;9992;10;9990;24;;;10008;10;10010;24;;;10000.0;0.0
-3;3400;TOMATOES;4996;10;4994;17;;;5009;10;5011;17;;;5002.5;0.0
-3;3500;TOMATOES;4995;6;4993;17;;;5008;6;5009;17;;;5001.5;0.0
-3;3500;EMERALDS;9992;15;9990;26;;;10008;15;10010;26;;;10000.0;0.0
-3;3600;TOMATOES;4995;7;4993;21;;;5008;7;5009;21;;;5001.5;0.0
-3;3600;EMERALDS;9992;10;9990;21;;;10008;10;10010;21;;;10000.0;0.0
-3;3700;EMERALDS;9992;10;9990;23;;;10008;10;10010;23;;;10000.0;0.0
-3;3700;TOMATOES;4995;6;4994;25;;;5008;6;5010;25;;;5001.5;0.0
-3;3800;EMERALDS;9992;11;9990;23;;;10008;11;10010;23;;;10000.0;0.0
-3;3800;TOMATOES;4994;9;4993;24;;;5008;9;5009;24;;;5001.0;0.0
-3;3900;TOMATOES;4995;9;4994;16;;;5009;9;5010;16;;;5002.0;0.0
-3;3900;EMERALDS;9992;14;9990;25;;;10008;14;10010;25;;;10000.0;0.0
-3;4000;EMERALDS;9992;15;9990;30;;;10008;15;10010;30;;;10000.0;0.0
-3;4000;TOMATOES;4996;7;4994;19;;;5009;7;5010;19;;;5002.5;0.0
-3;4100;TOMATOES;4996;7;4994;18;;;5009;7;5010;18;;;5002.5;0.0
-3;4100;EMERALDS;9992;15;9990;27;;;10008;15;10010;27;;;10000.0;0.0
-3;4200;EMERALDS;10000;9;9992;11;9990;24;10008;11;10010;24;;;10004.0;0.0
-3;4200;TOMATOES;4996;7;4994;25;;;5009;7;5010;25;;;5002.5;0.0
-3;4300;TOMATOES;4995;6;4994;25;;;5002;6;5008;6;5010;25;4998.5;0.0
-3;4300;EMERALDS;9992;10;9990;22;;;10008;10;10010;22;;;10000.0;0.0
-3;4400;EMERALDS;9992;13;9990;30;;;10008;13;10010;30;;;10000.0;0.0
-3;4400;TOMATOES;4995;5;4994;24;;;5008;5;5010;24;;;5001.5;0.0
-3;4500;TOMATOES;4995;9;4994;18;;;5009;9;5010;18;;;5002.0;0.0
-3;4500;EMERALDS;9992;10;9990;28;;;10008;10;10010;28;;;10000.0;0.0
-3;4600;EMERALDS;9992;15;9990;29;;;10008;15;10010;29;;;10000.0;0.0
-3;4600;TOMATOES;4995;7;4994;17;;;5009;7;5010;17;;;5002.0;0.0
-3;4700;TOMATOES;4995;7;4994;18;;;5009;7;5010;18;;;5002.0;0.0
-3;4700;EMERALDS;9992;15;9990;30;;;10008;15;10010;30;;;10000.0;0.0
-3;4800;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;0.0
-3;4800;TOMATOES;4995;7;4994;23;;;5009;7;5010;23;;;5002.0;0.0
-3;4900;TOMATOES;4995;10;4994;18;;;5009;10;5010;18;;;5002.0;0.0
-3;4900;EMERALDS;9992;15;9990;22;;;10008;15;10010;22;;;10000.0;0.0
-3;5000;EMERALDS;9992;13;9990;28;;;10000;9;10008;13;10010;28;9996.0;0.0
-3;5000;TOMATOES;4996;9;4995;24;;;5009;9;5011;24;;;5002.5;0.0
-3;5100;TOMATOES;4996;10;4994;17;;;5009;10;5010;17;;;5002.5;0.0
-3;5100;EMERALDS;9992;11;9990;30;;;10008;11;10010;30;;;10000.0;0.0
-3;5200;EMERALDS;9992;11;9990;26;;;10008;11;10010;26;;;10000.0;0.0
-3;5200;TOMATOES;4996;6;4994;23;;;5009;6;5010;23;;;5002.5;0.0
-3;5300;TOMATOES;4996;7;4995;23;;;5009;7;5011;23;;;5002.5;0.0
-3;5300;EMERALDS;9992;13;9990;20;;;10008;13;10010;20;;;10000.0;0.0
-3;5400;EMERALDS;9992;13;9990;21;;;10008;13;10010;21;;;10000.0;0.0
-3;5400;TOMATOES;4996;5;4995;15;;;5009;5;5011;15;;;5002.5;0.0
-3;5500;TOMATOES;4996;9;4994;22;;;5009;9;5010;22;;;5002.5;0.0
-3;5500;EMERALDS;9992;12;9990;27;;;10008;12;10010;27;;;10000.0;0.0
-3;5600;EMERALDS;9992;12;9990;28;;;10008;12;10010;28;;;10000.0;0.0
-3;5600;TOMATOES;4996;9;4995;15;;;5009;9;5011;15;;;5002.5;0.0
-3;5700;TOMATOES;5003;8;4995;9;4994;18;5009;9;5010;18;;;5006.0;0.0
-3;5700;EMERALDS;9992;14;9990;27;;;10008;14;10010;27;;;10000.0;0.0
-3;5800;EMERALDS;9992;14;9990;30;;;10008;14;10010;30;;;10000.0;0.0
-3;5800;TOMATOES;4995;7;4993;20;;;5008;7;5009;20;;;5001.5;0.0
-3;5900;TOMATOES;4995;6;4994;19;;;5008;6;5010;19;;;5001.5;0.0
-3;5900;EMERALDS;9992;14;9990;28;;;10008;14;10010;28;;;10000.0;0.0
-3;6000;EMERALDS;9992;10;9990;30;;;10008;10;10010;30;;;10000.0;0.0
-3;6000;TOMATOES;4995;6;4994;23;;;5009;6;5010;23;;;5002.0;0.0
-3;6100;TOMATOES;4995;9;4994;24;;;5009;9;5010;24;;;5002.0;0.0
-3;6100;EMERALDS;9992;14;9990;24;;;10008;14;10010;24;;;10000.0;0.0
-3;6200;TOMATOES;4996;7;4994;19;;;5009;7;5010;19;;;5002.5;0.0
-3;6200;EMERALDS;9992;15;9990;21;;;10008;15;10010;21;;;10000.0;0.0
-3;6300;EMERALDS;9992;12;9990;23;;;10008;12;10010;23;;;10000.0;0.0
-3;6300;TOMATOES;4995;9;4994;17;;;5009;9;5010;17;;;5002.0;0.0
-3;6400;EMERALDS;9992;12;9990;24;;;10008;12;10010;24;;;10000.0;0.0
-3;6400;TOMATOES;4995;6;4994;24;;;5009;6;5010;24;;;5002.0;0.0
-3;6500;TOMATOES;4995;6;4994;21;;;5009;6;5010;21;;;5002.0;0.0
-3;6500;EMERALDS;9992;15;9990;26;;;10008;15;10010;26;;;10000.0;0.0
-3;6600;TOMATOES;4996;8;4994;20;;;5009;8;5010;20;;;5002.5;0.0
-3;6600;EMERALDS;9992;14;9990;24;;;10008;14;10010;24;;;10000.0;0.0
-3;6700;EMERALDS;9992;10;9990;20;;;10008;10;10010;20;;;10000.0;0.0
-3;6700;TOMATOES;4996;10;4995;20;;;5009;10;5011;20;;;5002.5;0.0
-3;6800;EMERALDS;9992;15;9990;30;;;10008;15;10010;30;;;10000.0;0.0
-3;6800;TOMATOES;4997;10;4996;21;;;5010;10;5012;21;;;5003.5;0.0
-3;6900;TOMATOES;4996;8;4995;19;;;5010;8;5011;19;;;5003.0;0.0
-3;6900;EMERALDS;9992;15;9990;26;;;10008;15;10010;26;;;10000.0;0.0
-3;7000;TOMATOES;4997;8;4996;19;;;5010;8;5012;19;;;5003.5;0.0
-3;7000;EMERALDS;9992;11;9990;27;;;10008;11;10010;27;;;10000.0;0.0
-3;7100;EMERALDS;9992;13;9990;29;;;10008;13;10010;29;;;10000.0;0.0
-3;7100;TOMATOES;4998;8;4996;23;;;5011;8;5012;23;;;5004.5;0.0
-3;7200;EMERALDS;9992;15;9990;27;;;10008;15;10010;27;;;10000.0;0.0
-3;7200;TOMATOES;4997;6;4996;17;;;5011;6;5012;17;;;5004.0;0.0
-3;7300;TOMATOES;4997;7;4996;19;;;5011;7;5012;19;;;5004.0;0.0
-3;7300;EMERALDS;9992;10;9990;29;;;10008;10;10010;29;;;10000.0;0.0
-3;7400;TOMATOES;4997;10;4996;17;;;5011;10;5012;17;;;5004.0;0.0
-3;7400;EMERALDS;9992;15;9990;22;;;10008;15;10010;22;;;10000.0;0.0
-3;7500;EMERALDS;9992;14;9990;25;;;10008;14;10010;25;;;10000.0;0.0
-3;7500;TOMATOES;4998;8;4997;18;;;5011;8;5013;18;;;5004.5;0.0
-3;7600;EMERALDS;9992;13;9990;20;;;10008;13;10010;20;;;10000.0;0.0
-3;7600;TOMATOES;4998;8;4997;19;;;5012;8;5013;19;;;5005.0;0.0
-3;7700;TOMATOES;4998;6;4997;21;;;5012;6;5013;21;;;5005.0;0.0
-3;7700;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;0.0
-3;7800;TOMATOES;4998;9;4997;17;;;5011;9;5013;17;;;5004.5;0.0
-3;7800;EMERALDS;9992;11;9990;22;;;10008;11;10010;22;;;10000.0;0.0
-3;7900;EMERALDS;9992;13;9990;26;;;10008;13;10010;26;;;10000.0;0.0
-3;7900;TOMATOES;4999;8;4997;19;;;5012;8;5013;19;;;5005.5;0.0
-3;8000;EMERALDS;9992;12;9990;27;;;10008;12;10010;27;;;10000.0;0.0
-3;8000;TOMATOES;4999;6;4997;21;;;5012;6;5013;21;;;5005.5;0.0
-3;8100;TOMATOES;4999;7;4998;24;;;5013;7;5014;24;;;5006.0;0.0
-3;8100;EMERALDS;9992;11;9990;22;;;10008;11;10010;22;;;10000.0;0.0
-3;8200;TOMATOES;4999;6;4998;15;;;5013;6;5014;15;;;5006.0;0.0
-3;8200;EMERALDS;9992;13;9990;23;;;10008;13;10010;23;;;10000.0;0.0
-3;8300;EMERALDS;9992;13;9990;29;;;10008;13;10010;29;;;10000.0;0.0
-3;8300;TOMATOES;4999;9;4998;22;;;5013;9;5014;22;;;5006.0;0.0
-3;8400;EMERALDS;9992;14;9990;28;;;10008;14;10010;28;;;10000.0;0.0
-3;8400;TOMATOES;5000;6;4999;20;;;5014;6;5015;20;;;5007.0;0.0
-3;8500;TOMATOES;5000;10;4999;17;;;5014;10;5015;17;;;5007.0;0.0
-3;8500;EMERALDS;9992;11;9990;29;;;10008;11;10010;29;;;10000.0;0.0
-3;8600;TOMATOES;5000;7;4999;23;;;5014;7;5015;23;;;5007.0;0.0
-3;8600;EMERALDS;9992;12;9990;22;;;10008;12;10010;22;;;10000.0;0.0
-3;8700;EMERALDS;9992;15;9990;27;;;10008;15;10010;27;;;10000.0;0.0
-3;8700;TOMATOES;5001;5;5000;16;;;5014;5;5016;16;;;5007.5;0.0
-3;8800;EMERALDS;10000;10;9992;14;9990;25;10008;14;10010;25;;;10004.0;0.0
-3;8800;TOMATOES;5001;7;4999;21;;;5014;7;5015;21;;;5007.5;0.0
-3;8900;TOMATOES;5000;10;4999;16;;;5014;10;5015;16;;;5007.0;0.0
-3;8900;EMERALDS;9992;12;9990;26;;;10008;12;10010;26;;;10000.0;0.0
-3;9000;TOMATOES;5000;9;4999;17;;;5014;9;5015;17;;;5007.0;0.0
-3;9000;EMERALDS;9992;11;9990;29;;;10008;11;10010;29;;;10000.0;0.0
-3;9100;EMERALDS;9992;13;9990;27;;;10008;13;10010;27;;;10000.0;0.0
-3;9100;TOMATOES;5000;6;4999;21;;;5013;6;5015;21;;;5006.5;0.0
-3;9200;EMERALDS;9992;13;9990;27;;;10008;13;10010;27;;;10000.0;0.0
-3;9200;TOMATOES;5000;9;4999;17;;;5014;9;5015;17;;;5007.0;0.0
-3;9300;TOMATOES;5000;9;4999;22;;;5014;9;5015;22;;;5007.0;0.0
-3;9300;EMERALDS;9992;13;9990;20;;;10008;13;10010;20;;;10000.0;0.0
-3;9400;TOMATOES;5000;5;4999;21;;;5013;5;5015;21;;;5006.5;0.0
-3;9400;EMERALDS;9992;14;9990;21;;;10008;14;10010;21;;;10000.0;0.0
-3;9500;EMERALDS;9992;10;9990;30;;;10008;10;10010;30;;;10000.0;0.0
-3;9500;TOMATOES;5000;10;4999;19;;;5013;10;5015;19;;;5006.5;0.0
-3;9600;EMERALDS;9992;11;9990;30;;;10008;11;10010;30;;;10000.0;0.0
-3;9600;TOMATOES;4999;7;4998;20;;;5013;7;5014;20;;;5006.0;0.0
-3;9700;TOMATOES;5000;8;4998;21;;;5013;8;5014;21;;;5006.5;0.0
-3;9700;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;0.0
-3;9800;TOMATOES;5000;5;4999;17;;;5013;5;5015;17;;;5006.5;0.0
-3;9800;EMERALDS;9992;14;9990;26;;;10008;14;10010;26;;;10000.0;0.0
-3;9900;EMERALDS;9992;13;9990;25;;;10008;13;10010;25;;;10000.0;0.0
-3;9900;TOMATOES;5000;7;4999;17;;;5013;7;5015;17;;;5006.5;0.0
-3;10000;EMERALDS;9992;14;9990;28;;;10008;14;10010;28;;;10000.0;0.0
-3;10000;TOMATOES;5000;7;4998;20;;;5013;7;5014;20;;;5006.5;0.0
-3;10100;TOMATOES;5000;5;4999;18;;;5014;5;5015;18;;;5007.0;0.0
-3;10100;EMERALDS;9992;15;9990;24;;;10008;15;10010;24;;;10000.0;0.0
-3;10200;TOMATOES;5001;7;5000;20;;;5015;7;5016;20;;;5008.0;0.0
-3;10200;EMERALDS;9992;13;9990;26;;;10008;13;10010;26;;;10000.0;0.0
-3;10300;EMERALDS;9992;13;9990;27;;;10008;13;10010;27;;;10000.0;0.0
-3;10300;TOMATOES;5002;6;5001;22;;;5015;6;5017;22;;;5008.5;0.0
-3;10400;EMERALDS;9992;14;9990;28;;;10008;14;10010;28;;;10000.0;0.0
-3;10400;TOMATOES;5002;7;5001;23;;;5015;7;5017;23;;;5008.5;0.0
-3;10500;TOMATOES;5002;5;5001;25;;;5016;5;5017;25;;;5009.0;0.0
-3;10500;EMERALDS;9992;15;9990;29;;;10008;15;10010;29;;;10000.0;0.0
-3;10600;TOMATOES;5002;6;5000;25;;;5009;4;5015;6;5016;25;5005.5;0.0
-3;10600;EMERALDS;9992;15;9990;29;;;10008;15;10010;29;;;10000.0;0.0
-3;10700;EMERALDS;9992;10;9990;28;;;10008;10;10010;28;;;10000.0;0.0
-3;10700;TOMATOES;5002;7;5001;15;;;5015;7;5017;15;;;5008.5;0.0
-3;10800;EMERALDS;9992;15;9990;22;;;10008;15;10010;22;;;10000.0;0.0
-3;10800;TOMATOES;5001;8;4999;20;;;5014;8;5015;20;;;5007.5;0.0
-3;10900;TOMATOES;5000;8;4998;17;;;5013;8;5014;17;;;5006.5;0.0
-3;10900;EMERALDS;9992;15;9990;27;;;10008;15;10010;27;;;10000.0;0.0
-3;11000;TOMATOES;4999;5;4998;17;;;5013;5;5014;17;;;5006.0;0.0
-3;11000;EMERALDS;9992;10;9990;24;;;10008;10;10010;24;;;10000.0;0.0
-3;11100;EMERALDS;9992;10;9990;21;;;10008;10;10010;21;;;10000.0;0.0
-3;11100;TOMATOES;4999;6;4998;22;;;5012;6;5014;22;;;5005.5;0.0
-3;11200;EMERALDS;9992;11;9990;21;;;10008;11;10010;21;;;10000.0;0.0
-3;11200;TOMATOES;4999;5;4998;15;;;5013;5;5014;15;;;5006.0;0.0
-3;11300;TOMATOES;4999;10;4998;24;;;5012;10;5014;24;;;5005.5;0.0
-3;11300;EMERALDS;9992;12;9990;21;;;10008;12;10010;21;;;10000.0;0.0
-3;11400;TOMATOES;4999;10;4998;19;;;5012;10;5014;19;;;5005.5;0.0
-3;11400;EMERALDS;9992;14;9990;25;;;10008;14;10010;25;;;10000.0;0.0
-3;11500;EMERALDS;9992;11;9990;25;;;10008;11;10010;25;;;10000.0;0.0
-3;11500;TOMATOES;4999;5;4997;21;;;5012;5;5013;21;;;5005.5;0.0
-3;11600;EMERALDS;9992;11;9990;27;;;10008;11;10010;27;;;10000.0;0.0
-3;11600;TOMATOES;4999;8;4997;18;;;5012;8;5013;18;;;5005.5;0.0
-3;11700;TOMATOES;4999;6;4997;19;;;5012;6;5013;19;;;5005.5;0.0
-3;11700;EMERALDS;9992;12;9990;21;;;10008;12;10010;21;;;10000.0;0.0
-3;11800;TOMATOES;4999;8;4997;25;;;5006;5;5012;8;5013;25;5002.5;0.0
-3;11800;EMERALDS;9992;15;9990;29;;;10008;15;10010;29;;;10000.0;0.0
-3;11900;EMERALDS;9992;12;9990;30;;;10008;12;10010;30;;;10000.0;0.0
-3;11900;TOMATOES;4999;10;4998;20;;;5013;10;5014;20;;;5006.0;0.0
-3;12000;EMERALDS;9992;14;9990;20;;;10008;14;10010;20;;;10000.0;0.0
-3;12000;TOMATOES;4998;5;4997;18;;;5012;5;5013;18;;;5005.0;0.0
-3;12100;TOMATOES;4999;7;4998;22;;;5012;7;5014;22;;;5005.5;0.0
-3;12100;EMERALDS;9992;13;9990;25;;;10008;13;10010;25;;;10000.0;0.0
-3;12200;TOMATOES;5000;6;4998;22;;;5013;6;5014;22;;;5006.5;0.0
-3;12200;EMERALDS;9992;12;9990;28;;;10008;12;10010;28;;;10000.0;0.0
-3;12300;EMERALDS;9992;10;9990;28;;;10008;10;10010;28;;;10000.0;0.0
-3;12300;TOMATOES;5000;10;4999;25;;;5014;10;5015;25;;;5007.0;0.0
-3;12400;EMERALDS;9992;12;9990;26;;;10008;12;10010;26;;;10000.0;0.0
-3;12400;TOMATOES;5001;8;4999;22;;;5014;8;5015;22;;;5007.5;0.0
-3;12500;TOMATOES;5000;6;4999;20;;;5014;6;5015;20;;;5007.0;0.0
-3;12500;EMERALDS;9992;15;9990;20;;;10008;15;10010;20;;;10000.0;0.0
-3;12600;TOMATOES;5000;7;4999;18;;;5013;7;5015;18;;;5006.5;0.0
-3;12600;EMERALDS;9992;14;9990;22;;;10008;14;10010;22;;;10000.0;0.0
-3;12700;TOMATOES;4999;7;4998;15;;;5012;7;5014;15;;;5005.5;0.0
-3;12700;EMERALDS;9992;14;9990;20;;;10008;14;10010;20;;;10000.0;0.0
-3;12800;EMERALDS;9992;12;9990;20;;;10008;12;10010;20;;;10000.0;0.0
-3;12800;TOMATOES;4999;6;4998;25;;;5012;6;5014;25;;;5005.5;0.0
-3;12900;TOMATOES;4998;8;4997;16;;;5012;8;5013;16;;;5005.0;0.0
-3;12900;EMERALDS;9992;15;9990;28;;;10008;15;10010;28;;;10000.0;0.0
-3;13000;EMERALDS;9992;11;9990;20;;;10008;11;10010;20;;;10000.0;0.0
-3;13000;TOMATOES;4998;5;4997;21;;;5012;5;5013;21;;;5005.0;0.0
-3;13100;TOMATOES;4997;9;4996;17;;;5011;9;5012;17;;;5004.0;0.0
-3;13100;EMERALDS;9992;13;9990;25;;;10008;13;10010;25;;;10000.0;0.0
-3;13200;EMERALDS;9992;12;9990;22;;;10008;12;10010;22;;;10000.0;0.0
-3;13200;TOMATOES;4998;5;4996;25;;;5011;5;5012;25;;;5004.5;0.0
-3;13300;TOMATOES;4998;6;4997;17;;;5011;6;5013;17;;;5004.5;0.0
-3;13300;EMERALDS;9992;13;9990;24;;;10000;10;10008;13;10010;24;9996.0;0.0
-3;13400;EMERALDS;9992;14;9990;30;;;10008;14;10010;30;;;10000.0;0.0
-3;13400;TOMATOES;4998;9;4997;22;;;5012;9;5013;22;;;5005.0;0.0
-3;13500;TOMATOES;4999;8;4997;24;;;5012;8;5013;24;;;5005.5;0.0
-3;13500;EMERALDS;9992;11;9990;30;;;10008;11;10010;30;;;10000.0;0.0
-3;13600;EMERALDS;9992;10;9990;25;;;10008;10;10010;25;;;10000.0;0.0
-3;13600;TOMATOES;4999;6;4998;20;;;5012;6;5014;20;;;5005.5;0.0
-3;13700;TOMATOES;5006;5;4998;6;4997;23;5012;6;5013;23;;;5009.0;0.0
-3;13700;EMERALDS;9992;15;9990;20;;;10008;15;10010;20;;;10000.0;0.0
-3;13800;EMERALDS;9992;15;9990;20;;;10008;15;10010;20;;;10000.0;0.0
-3;13800;TOMATOES;4998;5;4997;16;;;5011;5;5013;16;;;5004.5;0.0
-3;13900;TOMATOES;4997;9;4996;15;;;5004;6;5011;9;5012;15;5000.5;0.0
-3;13900;EMERALDS;9992;15;9990;20;;;10008;15;10010;20;;;10000.0;0.0
-3;14000;EMERALDS;9992;15;9990;27;;;10008;15;10010;27;;;10000.0;0.0
-3;14000;TOMATOES;4998;7;4996;16;;;5011;7;5012;16;;;5004.5;0.0
-3;14100;TOMATOES;4997;5;4996;19;;;5011;5;5012;19;;;5004.0;0.0
-3;14100;EMERALDS;9992;15;9990;23;;;10008;15;10010;23;;;10000.0;0.0
-3;14200;EMERALDS;9992;14;9990;21;;;10008;14;10010;21;;;10000.0;0.0
-3;14200;TOMATOES;4997;10;4996;25;;;5011;10;5012;25;;;5004.0;0.0
-3;14300;TOMATOES;4997;8;4996;20;;;5010;8;5012;20;;;5003.5;0.0
-3;14300;EMERALDS;9992;15;9990;27;;;10008;15;10010;27;;;10000.0;0.0
-3;14400;EMERALDS;9992;12;9990;29;;;10008;12;10010;29;;;10000.0;0.0
-3;14400;TOMATOES;4998;6;4996;21;;;5011;6;5012;21;;;5004.5;0.0
-3;14500;TOMATOES;4997;6;4996;21;;;5010;6;5012;21;;;5003.5;0.0
-3;14500;EMERALDS;9992;13;9990;24;;;10008;13;10010;24;;;10000.0;0.0
-3;14600;EMERALDS;9992;11;9990;26;;;10008;11;10010;26;;;10000.0;0.0
-3;14600;TOMATOES;4997;9;4995;22;;;5004;2;5010;9;5011;22;5000.5;0.0
-3;14700;TOMATOES;4996;9;4995;22;;;5010;9;5011;22;;;5003.0;0.0
-3;14700;EMERALDS;9992;12;9990;30;;;10008;12;10010;30;;;10000.0;0.0
-3;14800;EMERALDS;9992;11;9990;28;;;10008;11;10010;28;;;10000.0;0.0
-3;14800;TOMATOES;4996;10;4995;17;;;5010;10;5011;17;;;5003.0;0.0
